ad_archive_id,claims_to_questions
936681558248850,"{""\u041d\u0435\u043c\u0430 \u043e\u0442\u043a\u0430\u0436\u0443\u0432\u0430\u045a\u0435 \u043e\u0434 \u0435\u0432\u0440\u043e\u043f\u0441\u043a\u0430\u0442\u0430 \u0438\u0434\u043d\u0438\u043d\u0430"": {""Questions"": [""What is the European destiny referred to in the claim?"", ""What are the candidates offering as promises and slogans to attract voters?"", ""What specific attributes or qualifications do the presidential candidates propose for the President of North Macedonia?""]}, ""We have a specific plan, we have the will and knowledge, together with our President Stevo Pendarovski, together with the Coalition for European identity, to bring the state into the EU by 2030"": {""Questions"": [""What is the specific plan to bring the state into the EU by 2030?"", ""Does President Stevo Pendarovski have a role in this plan?"", ""What are the concrete offers of the presidential candidates Biljana Vankovsk\u00eb, Maksim Dimitrievski, and Stef\u00e7e Jakimovski?""]}, ""The place where we two, together with all of you citizens, will take the whole country is Brussels and the EU"": {""Questions"": [""Is the claim stating that the country will be taken to Brussels and the EU a factual statement?"", ""Are the presidential candidates in North Macedonia's election offering a wide range of promises and slogans?"", ""Have the presidential elections in North Macedonia started on April 4th with seven aspirants competing for the post?""]}}"
442484941777069,"{""My program is better as I showed transparency to the Macedonian public in 2019 when I won the elections."": {""Questions"": [""How transparent was the election process in 2019?"", ""What specific promises did you make to the Macedonian public during your campaign?"", ""Did you actually win the elections in 2019?""]}, ""My program is visible and theirs is invisible and an illusion."": {""Questions"": [""How is the author's claim that their program is visible and others' are invisible and an illusion supported?"", ""What are the main differences between the presidential candidates in North Macedonia mentioned in the article?"", ""Do the promises and slogans of the presidential candidates aim to attract a specific demographic or group?""]}, ""Let's unite and close number 1, together we will move forward!"": {""Questions"": [""What is the context of this statement?"", ""Who are the presidential candidates mentioned in the article?"", ""What is the main focus of the election campaign according to the article?""]}}"
942824157566893,"{""Stev\u043e Pendarovski is our European president!"": {""Questions"": [""What is the current European president?"", ""Who are the candidates running for the President of North Macedonia?"", ""Is Stev\u043e Pendarovski indeed the European president?""]}, ""Let's support him with our presence at the big civil march on Monday, April 8th, at 20:00 in the park near the monument to Jane Sandanski."": {""Questions"": [""Is the location specified for the civil march (park near the monument to Jane Sandanski) accurate?"", ""What is the exact date of the presidential election in North Macedonia?"", ""Do the presidential candidates mentioned (Biljana Vankovsk\u00ebn, Maksim Dimitrievski, and Stef\u00e7e Jakimovski) have concrete proposals for their platforms?""]}, ""On April 24th let's vote for number 1."": {""Questions"": [""What is the date mentioned in the text as the day to vote?"", ""What are some promises and slogans that presidential candidates have started offering, according to the text?"", ""Who are the seven aspirants running for the presidency of North Macedonia, as listed in the text?""]}}"
974847184092355,"{""Daniela Nik\u043e\u043b\u043e\u0432a presented the program of President Stevo Pendarovski to young people by the Vardar river."": {""Questions"": [""Did Daniela Nik\u043e\u043b\u043e\u0432a present the program of President Stevo Pendarovski to young people by the Vardar river?"", ""What specific attributes should the next President of North Macedonia possess, according to the dilemma dominating in the presidential election arena?"", ""What concrete things do these candidates offer, Biljana Vankovska (64) from e Majta, Maksim Dimitrievski (48) from ZNAM, and Stef\u00e7e Jakimovski (63) from GROM?""]}, ""The citizens are invited to join the victorious caravan of Stevo Pendarovski on April 8th at 20:00 in the park near the monument of Jane Sandanski."": {""Questions"": [""What is the significance of Stevo Pendarovski's victorious caravan?"", ""Are the presidential candidates in North Macedonia offering a wide range of promises and slogans to attract voters?"", ""When did the presidential election campaign officially start in North Macedonia?""]}, ""We don't give up on the future!"": {""Questions"": [""What is the current situation with presidential candidates in North Macedonia?"", ""Can you summarize the promises and slogans offered by the presidential candidates?"", ""What are the main characteristics that the next President of North Macedonia should possess, according to the author Enis Shaqiri?""]}}"
393434320275374,"{""For more information, follow us."": {""Questions"": [""What is the specific information that the candidates are promising to voters?"", ""What are the slogans and promises being offered by the presidential candidates?"", ""What is the current situation regarding the presidential election in North Macedonia, specifically with regards to the number of aspirants and their backgrounds?""]}}"
1168755624286124,"{""We discussed the new program of SDSM with President Dimitar Kovachevski and Andrej Petrov, which includes bigger salaries and pensions, more investments, more and better jobs, and a developed economy according to European standards."": {""Questions"": [""Is the new program discussed by SDSM with President Dimitar Kovachevski and Andrej Petrov specifically focused on increasing salaries, pensions, investments, jobs, and economic development to European standards?"", ""Are there any notable differences in the promises made by the seven presidential candidates in the North Macedonia election?"", ""What specific policies or initiatives are being offered by each of the seven presidential candidates in the North Macedonia election?""]}, ""Our president Stevo Pendarovski also shares this vision with us, together we will achieve our goal - Macedonia as an EU member!"": {""Questions"": [""What is the current president's name according to the text?"", ""Who are the 7 aspirants competing for the presidential post in the election?"", ""Do any of the candidates mentioned offer a specific attribute they think the next President of North Macedonia should have?""]}, ""We are not giving up on the future!"": {""Questions"": [""What is the current state of the presidential election in North Macedonia?"", ""What are the key promises and slogans being offered by the candidates?"", ""What are the main differences between the seven presidential aspirants vying for office?""]}}"
934054438169865,"{""Pretsedatelot on DIK, Aleksandar Dashkovski is responsible for undetermined voters and providing an electoral list."": {""Questions"": [""What is the role of Aleksandar Dashkovski in the DIK?"", ""What are the specific promises and slogans offered by the presidential candidates?"", ""What are the concrete proposals offered by the seven aspirants running for President?""]}, ""The president of DIK cannot and should not participate in party activities or influence any political party's pre-election activities."": {""Questions"": [""What is the relationship between the president of DIK and party activities?"", ""In what ways can a president influence pre-election activities, according to this claim?"", ""Are there any specific attributes or qualifications required for the next President of North Macedonia, as mentioned in the context?""]}, ""This raises suspicion and constitutes a criminal act."": {""Questions"": [""What is the specific criminal act mentioned in the claim?"", ""What is the main issue dominating the presidential election in North Macedonia, according to the author?"", ""What are the concrete promises or slogans that the candidates are offering, according to the text?""]}}"
1341461227244721,"{""DPME lied to the citizens of Skopje with unrealized election promises"": {""Questions"": [""What evidence is there to support the claim that DPME lied to the citizens of Skopje?"", ""How do the election promises and slogans offered by candidates relate to their qualifications for the presidency?"", ""What specific initiatives or policies are being proposed by the seven presidential candidates, including Biljana Vankovsk\u00ebn, Maksim Dimitrievski, and Stef\u00e7e Jakimovski?""]}, ""Nothing from what was promised has been realized"": {""Questions"": [""What does the claim 'Nothing from what was promised has been realized' refer to?"", ""Who are the candidates mentioned in the text as running for President of North Macedonia?"", ""What is the main dilemma facing the presidential election in North Macedonia?""]}, ""DPME has no plan for the future and cannot bring any change"": {""Questions"": [""What is the specific plan proposed by DPME for the future?"", ""How do the presidential candidates' promises and slogans address the country's needs, and what concrete changes can they bring about?"", ""What are the key issues that the next President of North Macedonia should prioritize to bring about meaningful change?""]}}"
430383032863626,"{""Op\u0161tinata Aerodrom realized only 66% of its planned budget in 2023."": {""Questions"": [""Did Op\u0161tinata Aerodrom achieve 66% or more of its planned budget in 2023?"", ""What is the specific attribute that the next President of North Macedonia should possess, as per the ongoing presidential election dilemma?"", ""Are the presidential candidates' promises and slogans solely aimed at attracting voters?""]}, ""The municipality's financial situation is unstable due to the low revenue from taxes."": {""Questions"": [""Is the municipality's financial situation mentioned as a specific reason for its instability?"", ""Are taxes explicitly stated as the source of revenue that is low, leading to the unstable financial situation?"", ""Do the candidates in the presidential election mentioned offer concrete solutions or plans, rather than just slogans and promises?""]}, ""There was a significant reduction in support for culture, sports, and non-governmental organizations."": {""Questions"": [""What evidence is there to support the claim that there was a significant reduction in support for culture, sports, and non-governmental organizations?"", ""Are there any credible sources indicating a decrease in funding or support for these areas?"", ""Is it accurate to say that candidates have started offering a wide range of promises and slogans to attract voters?""]}}"
442794618181853,"{""SDSM spreads democratic voice through its activists, while the opposition uses bots for disinformation."": {""Questions"": [""What is the main difference between SDSM's activists and the opposition's methods for disseminating information?"", ""Are bots a common tool used by political parties in the country to spread disinformation?"", ""What are the key promises or slogans that the presidential candidates are making to attract voters?""]}, ""The digital battle will be won by SDSM and the democratic block because the voices and opinions of people fighting for social justice and equality are stronger and more powerful than secret underground structures of nationalism."": {""Questions"": [""How does the phrase 'voices and opinions of people fighting for social justice and equality' relate to SDSM and the democratic block?"", ""What is the evidence that suggests 'secret underground structures of nationalism' are stronger than the voices and opinions mentioned earlier?"", ""In what ways do the presidential candidates (Biljana Vankovsk\u00ebn, Maksim Dimitrievski, and Stef\u00e7e Jakimovski) differ in their promises and slogans, and how might this affect the election?""]}, ""SDSM is spreading its digital action, through continuous connecting new and devoted supporters to the social democrat cause."": {""Questions"": [""What is the purpose of the 'continuous connecting new and devoted supporters' mentioned in the claim?"", ""How does SDSM's digital action contribute to spreading its social democrat cause?"", ""What specific promises or slogans do the presidential candidates offer, as described in the article?""]}}"
714286924199553,"{""Social democratic values promote the powerful influence of women in our community."": {""Questions"": [""What is the relationship between social democratic values and the influence of women in a community?"", ""How do the presidential candidates' promises and slogans differ from one another?"", ""Do the candidates' ages play a significant role in their election campaigns?""]}, ""The voice of all women is important, your strength is the driving force of society."": {""Questions"": [""Is the statement 'The voice of all women is important, your strength is the driving force of society' an opinion or a fact?"", ""What are the main campaign promises and slogans being offered by the presidential candidates in North Macedonia's upcoming election?"", ""Are Biljana Vankovska (64), Maksim Dimitrievski (48), and Stef\u00e7e Jakimovski (63) the only candidates running for President of North Macedonia?""]}, ""For every woman in North Macedonia, for European destiny of our generations."": {""Questions"": [""The claim refers to a specific country; is it North Macedonia?"", ""What type of election is mentioned in the claim (e.g. presidential, parliamentary)?"", ""Are the three candidates mentioned in the claim Biljana Vankovsk\u00eb, Maksim Dimitrievski, and Stef\u00e7e Jakimovski actual political figures or fictional characters?""]}}"
1361813384502270,"{""A vote for SDSM and Stevo Pendarovski is a vote for a equal and prosperous EU member state"": {""Questions"": [""What is the main focus of SDSM's presidential candidate?"", ""Who are the 7 aspirants competing for the presidency position in North Macedonia?"", ""What promises or slogans have been offered by the candidates so far?""]}, ""The choice of DPMNE and Siljanovska means an isolated and closed-off country without hope for a better tomorrow"": {""Questions"": [""Is the claim that choosing DPMNE and Siljanovska would lead to an isolated and closed-off country without hope for a better tomorrow supported by evidence?"", ""What are the specific promises and slogans offered by the candidates running in the North Macedonia presidential election, and do they have concrete plans for the future?"", ""Do the seven presidential hopefuls (Biljana Vankovsk\u00ebn, Maksim Dimitrievski, Stef\u00e7e Jakimovski) have detailed proposals on what they would like to achieve as President of North Macedonia?""]}, ""Between the European future with SDSM and hopelessness with DPMNE"": {""Questions"": [""What is the main dilemma in the North Macedonian presidential election?"", ""What are the concrete offers made by the candidates Biljana Vankovska, Maksim Dimitrievski, and Stef\u00e7e Jakimovski?"", ""What is the significance of SDSM (Social Democratic Union of Macedonia) for the European future mentioned in the claim?""]}}"
399095386070049,"{""CSDMM creates new and sustainable policies that lead to better education, career development opportunities, new job places, and a higher standard of living for young people."": {""Questions"": [""What evidence is there that CSDMM has created new and sustainable policies leading to better education, career development opportunities, new job places, and a higher standard of living for young people?"", ""How do the presidential candidates' promises and slogans compare in terms of their effectiveness in addressing the needs of young people?"", ""What specific initiatives or policies have been proposed by the presidential candidates to improve the lives of young people in North Macedonia?""]}, ""Through the Guarantee for Young People, around 80,000 young people have been supported in gaining employment, paid practice, or re-qualification."": {""Questions"": [""Do neural networks and/or artificial intelligence (AI) contribute to the Guarantee for Young People in gaining employment, paid practice, or re-qualification?"", ""What is the main objective of the presidential candidates in the upcoming election in North Macedonia, according to their promises and slogans?"", ""Is there a direct correlation between the number of candidates (7) running for the presidency in North Macedonia and the competitiveness of the election?""]}, ""The successful economic policies have significantly reduced youth unemployment to an historic low level."": {""Questions"": [[""The claim that successful economic policies have significantly reduced youth unemployment to an historic low level is accurate. Is the number of unemployed youth currently at its lowest point in history?""], [""Is it true that previous economic policies had a significant impact on reducing youth unemployment? If so, what specific measures were taken and how effective were they?""], [""Is there any reliable data or credible source supporting the claim that successful economic policies have reduced youth unemployment to an historic low level?""]]}}"
1407131863341713,"{""Socialdemocratic values promote women's equal influence in our community."": {""Questions"": [""Why are social democratic values expected to promote women's equal influence in a community?"", ""What specific promises and slogans do the presidential candidates offer, and what is their intention behind them?"", ""Do the different candidates running for President of North Macedonia have distinct platforms or proposals that set them apart from one another?""]}, ""Every woman's voice is important, and your strength drives societal progress."": {""Questions"": [""Is the claim stating that every woman's voice is important and their strength drives societal progress related to the Macedonian presidential election?"", ""Are the presidential candidates in the Macedonian presidential election offering a wide range of promises and slogans to attract voters?"", ""Do the presidential candidates Biljana Vankovska, Maksim Dimitrievski, and Stef\u00e7e Jakimovski have specific policies or proposals they are promoting in their campaigns?""]}, ""The fight continues until we enter the European Union, where successful women from our daily lives fight for their positions, views, and influence."": {""Questions"": [""What is the specific EU policy or achievement being referred to as 'successful women from our daily lives' fighting for?"", ""How do the candidates' promises and slogans differ in their efforts to attract electorates?"", ""What are the concrete proposals offered by Biljana Vankovsk\u00eb, Maksim Dimitrievski, and Stef\u00e7e Jakimovski for the position of President?""]}}"
1340567634002342,"{""Social democratic values promote women's equal influence in our community"": {""Questions"": [""What is the relationship between social democratic values and women's equal influence in the community?"", ""Do the presidential candidates have a clear plan to promote gender equality, or are their promises just empty slogans?"", ""Are the seven aspirants for the presidency truly committed to increasing women's influence in the community, or is this just a campaign promise?""]}, ""The voice of every woman is important and their strength is the driving force of society"": {""Questions"": [""What does the claim say about women?"", ""What is being discussed in the Macedonian presidential election?"", ""What are the different candidates offering as perils?""]}, ""Every woman in Macedonia deserves a victory, European destiny for our generations"": {""Questions"": [""What is the European destiny mentioned in the claim?"", ""What are the key promises and slogans being offered by presidential candidates?"", ""What are the specific qualifications or attributes that a future President of North Macedonia should have, according to the author?""]}}"
