ad_archive_id,ad_creative_bodies,translated_text,compound,sentiment_label
1114635689688491,"Нови 700.000 денари одвои Владата предводена од #СДСМ за граѓаните на Општина #Аеродром. Овие средства се наменети за изработка на техничка документација за изградба на нова водоводна мрежа за жителите на улиците 2, 4 и 20 во Долно Лисиче.

Ова ги решава проблемите со снабдувањето со вода, со кои се соочуваа жителите на овој дел од Долно Лисиче.

Општина Аеродром е една од вкупно 27 општини ширум државата кои во февруари годинава добија средства на конкурсот за проекти од областа на животната средина, спроведен од Министерството за животна средина. 

СДСМ подеднакво се грижи за жителите на сите општини во државата, спротивно на лажните обвинувања на ВМРО-ДПМНЕ во Аеродром.

Владата предводена од СДСМ покажува на дело како се грижи за сите граѓани, без притоа да има било какви политичко-партиски, етнички и други приоритети. 

Приоритет број еден за СДСМ се граѓаните.","New 700,000 denars allocated the Government led by #SDSM for the citizens of the Municipality of #Aerodrom.These funds are intended for the preparation of technical documentation for the construction of a new water supply network for the residents of streets 2, 4 and 20 in Dolno Lisice.

This solves the problems of the water supply, which the residents of this part of Dolno Lisice were facing.

The Municipality of Aerodrom is one of 27 municipalities across the country that received funds in February this year at the environmental project, implemented by the Ministry of Environment.

SDSM equally cares about the inhabitants of all municipalities in the country, contrary to VMRO-DPMNE's false accusations in Aerodrom.

The SDSM-led government shows how it takes care of all citizens, without having any political-party, ethnic and other priorities.

The number one priority for SDSM is the citizens.",0.596,positive
825893472916672,"Нови 700.000 денари одвои Владата предводена од #СДСМ за граѓаните на Општина #Аеродром. Овие средства се наменети за изработка на техничка документација за изградба на нова водоводна мрежа за жителите на улиците 2, 4 и 20 во Долно Лисиче.

Ова ги решава проблемите со снабдувањето со вода, со кои се соочуваа жителите на овој дел од Долно Лисиче.

Општина Аеродром е една од вкупно 27 општини ширум државата кои во февруари годинава добија средства на конкурсот за проекти од областа на животната средина, спроведен од Министерството за животна средина. 

СДСМ подеднакво се грижи за жителите на сите општини во државата, спротивно на лажните обвинувања на ВМРО-ДПМНЕ во Аеродром.

Владата предводена од СДСМ покажува на дело како се грижи за сите граѓани, без притоа да има било какви политичко-партиски, етнички и други приоритети. 

Приоритет број еден за СДСМ се граѓаните.","New 700,000 denars allocated the Government led by #SDSM for the citizens of the Municipality of #Aerodrom.These funds are intended for the preparation of technical documentation for the construction of a new water supply network for the residents of streets 2, 4 and 20 in Dolno Lisice.

This solves the problems of the water supply, which the residents of this part of Dolno Lisice were facing.

The Municipality of Aerodrom is one of 27 municipalities across the country that received funds in February this year at the environmental project, implemented by the Ministry of Environment.

SDSM equally cares about the inhabitants of all municipalities in the country, contrary to VMRO-DPMNE's false accusations in Aerodrom.

The SDSM-led government shows how it takes care of all citizens, without having any political-party, ethnic and other priorities.

The number one priority for SDSM is the citizens.",0.596,positive
451636927205443,"Нервозата во белата палата се манифестира со брутално апсење новинари и обид за замлчување и заплашување, исто како во мрачното време на режимот и ВМРО-МВРО.

Пропагандата, злоупотребите на медиумите, пласирање лажни вести и нарачани анкети за манипулирање на граѓаните се добро познатите методи на Никола Груевски, кои сега ги спроведува Христијан Мицкоски.

Тоа може да го спречат граѓаните на изборите на 24 април а потоа и на 8 ми мај.

Со глас за Коалицијата за европска иднина и Стево Пендаровски граѓаните гласаат за членство во ЕУ, за слобода, демократија и европски животен стандард.","The nervousness of the white palace is manifested by brutal arrests and an attempt to grab and intimidate, just as in the dark time of the regime and VMRO-MRO.

Propaganda, media abuses, false news and ordered surveys for citizens are well -known methods of Nikola Gruevski, now conducted by Christian Mickoski.

Citizens can prevent the citizens in the April 24 elections and then May 8th.

With a vote for the Coalition for European Future and Stevo Pendarovski, citizens vote for EU membership, freedom, democracy and European standard of living.",-0.8481,negative
7220380881416654,"За повеќе информации, следете нѐ.","For more information, follow us.",0.0,neutral
730989445873180,"Претседтаелот на Социјалдемократскиот сојуз на Македонија, Димитар Ковачевски, упати честитка до граѓаните од исламска вероисповед по повод големиот верски празник Рамазан Бајрам.

“На сите припадници на исламската вероисповед во нашата земја, им го честитам големиот празник Рамазан Бајрам.

Во овие празнични денови, ви посакувам искрени желби за радост, спокој, благосостојба и духовна сила.

Рамазан Бајрам е празник на меѓусебна почит, солидарност и разбирање.Токму врз овие вредности, ние заедно го градиме нашето општество кое е еднакво за сите и токму со оваа наша посебност ја интегрираме државата во големото европско семејство на народи и држави”","The President of the Social Democratic Union of Macedonia, Dimitar Kovacevski, congratulated the citizens of the Islamic faith on the occasion of the great religious holiday Ramadan Bajram.

""I congratulate all members of the Islamic faith in our country on the great holiday of Ramadan Bayram.

In these festive days, I wish you sincere desires for joy, tranquility, prosperity and spiritual strength.

Ramadan Bayram is a holiday of mutual respect, solidarity and understanding. For these values, together we build our society that is equivalent to all and with this of our uniqueness we integrate the state into the great European family of peoples and states """,0.9947,positive
812638754042699,"Нервозата во белата палата се манифестира со брутално апсење новинари и обид за замлчување и заплашување, исто како во мрачното време на режимот и ВМРО-МВРО.

Пропагандата, злоупотребите на медиумите, пласирање лажни вести и нарачани анкети за манипулирање на граѓаните се добро познатите методи на Никола Груевски, кои сега ги спроведува Христијан Мицкоски.

Тоа може да го спречат граѓаните на изборите на 24 април а потоа и на 8 ми мај.

Со глас за Коалицијата за европска иднина и Стево Пендаровски граѓаните гласаат за членство во ЕУ, за слобода, демократија и европски животен стандард.","The nervousness of the white palace is manifested by brutal arrests and an attempt to grab and intimidate, just as in the dark time of the regime and VMRO-MRO.

Propaganda, media abuses, false news and ordered surveys for citizens are well -known methods of Nikola Gruevski, now conducted by Christian Mickoski.

Citizens can prevent the citizens in the April 24 elections and then May 8th.

With a vote for the Coalition for European Future and Stevo Pendarovski, citizens vote for EU membership, freedom, democracy and European standard of living.",-0.8481,negative
936681558248850,"🇲🇰🇪🇺 Нема откажување од европската иднина, имаме визија и јасен план за #Македонија - земја членка на ЕУ.

Ние имаме конкретен план, имаме волја и знаење, заедно со #НашиотПретседател Стево Пендаровски, заедно со Коалицијата за европска иднина, како да ја внесеме државата во ЕУ до 2030 година.

Јас и #Стево докажавме дека местото каде ние двајца заедно со сите вас граѓаните ќе ја однесеме целата држава е Брисел и ЕУ. И ако сакаат овие кои ќе изгубат на 8 мај да ни се приклучат, вратата е ширум отворена за сите.

📍 Претседателот на СДСМ, Димитар Ковачевски на граѓанскиот собир во #Аеродром.","🇲🇰🇪🇺 There is no cancellation of the European future, we have a vision and a clear plan for #Macedonia - EU Member State.

We have a concrete plan, we have the will and knowledge, together with our President Stevo Pendarovski, together with the Coalition for European Future, how to bring the state into the EU by 2030.

I and I have proven that where we two together with all of you citizens will take the whole country is Brussels and the EU.And if they want those who lose on May 8 to join us, the door is wide open to everyone.

📍 SDSM President Dimitar Kovacevski at the Citizens' Assembly at #Aerodrom.",0.296,positive
442484941777069,"Аеродром вечерва масовно ја изрази својата поддршка на нашиот претседател Стево Пендаровски.

„Досега работев транспарентно пред македонската јавност. Дека мојата програма е подобра покажав во 2019-та година, кога ги добив изборите. Сега постои друга разлика меѓу мојата програма и нејзината. Мојата е видлива, нејзината и нивната е невидлива, илузија е” порача претседателот Стево Пендаровски вечерва во Аеродром.

Затоа да се сплотиме и заокружувајќи број 1, заедно да продолжиме напред!

#НашиотПретседател #Стево","Aerodrom tonight expressed its support to our President Stevo Pendarovski.

""So far I have worked transparently in front of the Macedonian public. That my program is better shown in 2019, when I got the election. Now there is another difference between my program and its. My is visible, her and theirs is invisible, illusion is,"" President Stevo Pendarovski said tonight in Aerodrom.

So let's unite and circle number 1, move on together!

#Our Vice President #Stevo",0.7345,positive
942824157566893,"✅И попладнево продолжија средбите со граѓаните на Аеродром. Советничката на Град Скопје, Љубица Јанчева, им ја подели програмата на аеродромци и им порача:
🗣 Стево Пендаровски е нашиот европски претседател! 
‼️ Да го поддржиме со нашето присуство на големиот граѓански митинг в понеделник, 8 април, во 20 ч. во паркот кај споменикот на Јане Сандански. 
‼️ На 24 април да гласаме за бројот  1️⃣","✅ And this afternoon the meetings with the citizens of the Aerodrom continued.The City of Skopje's adviser, Ljubica Janceva, distributed the program to the airports and told them:
🗣 Stevo Pendarovski is our European President!
️ ️ Let's support it with our presence at the Great Citizen Rally on Monday, April 8, at 20:00.in the park at the Jane Sandanski Monument.
️ ️ on April 24 to vote for number 1️⃣",0.8122,positive
796401479033842,"Голем граѓански митинг во Аеродром
Понеделник (8.4.2024 г.), во 20:00 часот.
Парк „Јане Сандански“
Се гледаме!","A great civic rally in Aerodrom
Monday (8.4.2024), at 20:00.
Jane Sandanski Park
See you!",0.6588,positive
974847184092355,"✅ Претседателката на СДСМ Аеродром, Даниела Николова, заедно со младите, го искористи убавото неделно претпладне и им ја претстави програмата на нашиот претседател Стево Пендаровски на аеродромци по кејот на реката Вардар. 
‼️ Воедно ги поканија граѓаните на големиот граѓански митинг в понеделник, 8 април, во 20 ч. во паркот кај споменикот на Јане Сандански, да бидат дел од победничкиот карван на Стево Пендаровски. 
 👊За #Нашиот претседател Стево!
👍Не се откажуваме од иднината!","✅ SDSM Aerodrom President Daniela Nikolova, together with the young, used the beautiful weekly morning and presented the program of our President Stevo Pendarovski at the airports along the quay of the Vardar River.
️ ️ At the same time, they invited the citizens of the large civic rally on Monday, April 8, at 20:00.In the park at the Jane Sandanski Monument, to be part of Stevo Pendarovski's winning caravan.
👊So #Our President Stevo!
👍 Don't give up on the future!",0.8353,positive
393434320275374,"За повеќе информации, следете нѐ.","For more information, follow us.",0.0,neutral
1168755624286124,"✅ ️Вечерва со претседателот Димитар Ковачевски и со Андреј Петров разговаравме за новата програма на СДСМ, за уште поголеми плати и пензии, повеќе инвестиции, повеќе и подобри работни места, развиена економија по европски стандарди.
 ✅ ️Истата визија ја дели и #нашиот претседател Стево Пендаровски, со кого заедно ќе ја постигнеме целта - Македонија членка на ЕУ!

 👊 Не се откажуваме од иднината!","️ Tonight with President Dimitar Kovacevski and Andrei Petrov we discussed the new SDSM program, even higher salaries and pensions, more investments, more and better jobs, developed economy by European standards.
️ ️It's vision is shared by #Our President Stevo Pendarovski, with whom we will achieve our goal - Macedonia Member of the EU!

👊 We do not give up on the future!",0.7999,positive
934054438169865,"Скандалот со лажните анкети и документите од оперативниот план на ДПМНЕ отвораат уште еден аспект, директно поврзан со изборниот процес.

Претседателот на ДИК, Александар Даштевски е наведен како задолжено лице, заедно со други лица, за неопределени гласачи, обезбедување избирачки список.

Согласно сите законски прописи, претседател на ДИК не може и не смее да учествува во партиски активности, а никако нема право да се меша во предизборни активности на било која партија.

Ова е основано сомневање и за кривично дело.","The scandal with false surveys and documents from the DPMNE Operational Plan open another aspect, directly related to the electoral process.

SEC President Aleksandar Dashtevski is referred to as an in charge, together with other persons, for undecided voters, providing a voter list.

According to all legal regulations, the president of the SEC cannot and must not participate in party activities, and has no right to interfere in the pre -election activities of any party.

This is also a reasonable suspicion of a crime.",-0.8795,negative
1341461227244721,"Откако ги изневерија граѓаните на Скопје, со сите нереализирани изборни ветувања ДПМНЕ излезе со нови лажни ветувања. Промовираната Платформа 1198 од минатиот век на ДПМНЕ е токму тоа.

ДПМНЕ ветуваше бесплатен јавен превоз, 250 еко автобуси, мега паркови, капитални проекти, спортски сали, паркови. Ништо од ветеното не е реализирано.

Скопје денеска е запустен град, полн со нечистотија, со хаос во јавниот превоз, со јавни претпријатија во долгови. Се потврди дека ДПМНЕ нема план за иднината и дека оваа партија не може да донесе никаква промена.","After betraying the citizens of Skopje, with all the unrealized election promises DPMNE came up with new false promises.The promoted platform 1198 of the last century of DPMNE is just that.

DPMNE promised free public transport, 250 eco buses, mega parks, capital projects, gyms, parks.None of the promised has been realized.

Skopje is today a deserted city, full of dirt, with chaos in public transport, with public companies in debt.It has been confirmed that DPMNE has no plan for the future and that this party cannot make any change.",0.6155,positive
430383032863626,"Градоначалникот Тимчо Муцунски ја преспа цела 2023 година. Ова се гледа и во завршната сметка и годишниот извештај на Општина #Аеродром усвоени на последната седница на општинскиот Совет.

Согласно овие официјални документи Општина Аеродром минатата година ја заврши со реализација на само 66% од планираните даночни приходи на основниот Буџет. Со други зборови биле реализирани 264,8 од планираните 397,8 милиони денари. Од ова се гледа дека прибирањето на буџетските приходи на Општина Аеродром лани ѝ одело исклучително лошо. Тоа го доведе во прашање нормалното функционирање на општината и финансирањето на редовните обврски.

Тоа објаснува зошто на крајот на годината на шверцерски начин, со одлука на Совет спонзорството за КК #МЗТ беше намалено од 24 на 19,7 милиони денари. Меѓу другото, тоа е причина за доцнењето на платите на играчите и вработените во кошаркарскиот клуб. 

Тоа ги објаснува и огромните кратења во поддршката на културата, спортот и невладиниот сектор. На истиот шверцерски начин, мнозинството на ВМРО-ДПМНЕ на крајот на минатата година одлучи исплатите од јавните повици за подршка на спортот и културата да ги продолжи и годинава, од новиот буџет.

Го повикуваме градоначалникот #Муцунски да се разбуди од зимскиот сон и конечно да почне да работи.

Граѓаните со право прашуваат, има ли Аеродром градоначалник?","Mayor Timco Mucunski Prespa the whole 2023.This is also seen in the final account and the annual report of the Municipality of #Aerodrom adopted at the last session of the Municipal Council.

According to these official documents, the Municipality of Aerodrom ended last year with only 66% of the planned tax revenues of the basic budget.In other words, 264.8 of the planned 397.8 million denars were realized.This shows that collecting budget revenues of the Municipality of Aerodrom last year was extremely bad.This questioned the normal functioning of the municipality and financing regular liabilities.

This explains why at the end of the year in a smuggling manner, by decision of the Council sponsorship for CC #MZT it was reduced from 24 to 19.7 million denars.Among other things, this is the reason for the delay in the salaries of players and basketball staff.

It also explains the huge cuts in supporting culture, sports and the NGO sector.In the same smuggling way, the majority of VMRO-DPMNE at the end of last year decided to continue payments from public calls to support sports and culture this year, from the new budget.

We urge the Mayor #Mucunski to wake up from the winter dream and finally start working.

Citizens rightly ask, is there an airport mayor?",-0.507,negative
2050115068695185,"Жителите на зградите со број 61, 63 и 65 на бул. Јане Сандански прашуваат дали Општина Аеродром планира да ги реконструира и пешачките патеки кои ги поврзуваат овие згради, имајќи во предвид дека за годинава се планира и почетокот на долгонајавуваната реконструкција на платото позади ТЦ Капитол, кое се наоѓа во непосредна близина на овие згради? Овие патеки сега се во лоша состојба, што најмногу се гледа во деновите со обилни врнежи, кога тие заради насобраната вода имаат проблем да стигнат до влезовите на своите згради. 

Воедно потсетувам и на неодговорените прашања за ДУП-от за населба лисиче и дивоградбата на ул. Венјамин Мачуковски во Мичурин. Неодговарањето на овие прашања говори за игнорантскиот однос кој ВМРО-ДПМНЕ го има во однос на овие горливи проблеми на нашите сограѓани од Мичурин и Лисиче, изјави Координаторот на советничката група на СДСМ во Советот на Општина Аеродром, Милутин Ристески.","Residents of buildings number 61, 63 and 65 on Blvd.Jane Sandanski asks if the Municipality of Aerodrom plans to reconstruct the pedestrian trails that connect these buildings, given that this year is planned for the start of the long -awaited reconstruction of the plateau behind TC Capitol, which is located near these buildings?These paths are now in poor condition, most seen in the days of heavy rainfall, when they have trouble reaching the entrances of their buildings due to the accumulated water.

At the same time, I also remind you of the unanswered issues for the DUP for the settlement of Lisice and the illegal building of ul.Venjamin Machukovski in Micurin.The non-conversation of these issues speaks of the ignorant attitude that VMRO-DPMNE has regarding these thorough problems of our fellow citizens from Micurin and Lisice, said the coordinator of the SDSM advisory group at the Aerodrom Municipality Council, Milutin Risteski.",-0.9042,negative
945238346797752,"На прашањето за урбаната опрема на Детската улица во Ново Лисиче добив нецелосен одговор, при што дури ни бројот на поставени клупи не соодветствува со состојбата на теренот, а недостасуваше и одговор на прашањето што се планира со празните жардињери на оваа локација?

Во меѓувреме, жителите на зградите со броеви 50 и 176 на бул. АСНОМ прашуваат дали Општина Аеродром планира реконструкција на плочниците пред овие згради, кои се во исклучително лоша состојба? Во врнежливи денови на овие површини се собираат големи количини на вода, што го отежнува движењето на овие наши сограѓани, како и пристапот до влезовите на зградите.

Дали општината планира замена на урбаната опрема и подлогата на детското игралиште во паркот што се наоѓа помеѓу зградите со број 98 и 94 на бул. АСНОМ? - праша на последната седница, членката на Советот на Општина Аеродром, Сузана Делева.","Asked about the urban equipment of the children's street in Novo Lisice I received an incomplete answer, even not even the number of benches set up with the condition of the ground, and there was no answer to the question that is planned with empty jardiners at this location?

Meanwhile, residents of buildings with numbers 50 and 176 on Blvd.ASNOM asks if the Municipality of Aerodrom plans to reconstruct the plates in front of these buildings, which are in extremely poor condition?In rainy days, large amounts of water are collected on these areas, making it difficult for our fellow citizens, as well as access to the entrances to buildings.

Does the municipality plan the replacement of urban equipment and the substrate of the children's playground in the park located between the number 98 and 94 buildings on Blvd.ASNOM?- asked at the last session, the member of the Council of the Municipality of Aerodrom, Suzana Deleva.",-0.8325,negative
442794618181853,"Има разлика! 
СДСМ го шири демократскиот глас преку своите активисти, а опозицијата користи ботови за дезинформирање.

Дигиталната битка на овие избори ќе ја добијат СДСМ и демократскиот блок бидејќи гласот и ставот на луѓето кои се борат за социјална правда и за еднаквост секогаш е посилен и погласен од тајните подрумски структури на национализмот.

СДСМ ја шири својата дигитална акција, преку постојано приклучување нови и посветени подддржувачи на социјалдемократската кауза. 

Им благодарам на сите активисти од Изборна единица 1 кои денес ни се приклучија на работилницата на #СДСМ посветена на #ДигиталнаАкција.","There is a difference!
SDSM spreads the democratic voice through its activists, and the opposition uses bots to misinform.

The digital battle of these elections will be won by SDSM and the democratic bloc as the voice and attitude of people struggling for social justice and for equality is always stronger and louder than the secret basic structures of nationalism.

SDSM is spreading its digital action, by constantly joining new and dedicated supporters of the Social Democratic cause.

I thank all the constituency activists who today joined us at the #SDSM workshop dedicated to #Digital.",0.9432,positive
714286924199553,"✊️🟥 Социјалдемократските вредности за еднаквост го промовираат моќното влијание на жените во нашата заедница. 

🟥⬜️ Гласот на сите жени е важен, вашата сила е движечката сила на општеството. 

Борбата продолжува до влезот во Европската Унија, носители и креатори на успехот се жените со кои сме опкружени и секојдневно се борат за своите позиции,  ставови и влијание. 

🟥⬜️ За победа, за секоја жена во Македонија, за европска иднина на нашите поколенија. 

Од денешната работилница со другарките од СДСМ.","✊️🟥 Social Democratic equality values ​​promote the powerful impact of women in our community.

🟥⬜️ The voice of all women is important, your strength is the driving force of society.

The struggle continues to join the European Union, the carriers and creators of success are the women we are surrounded by and struggle daily for their positions, attitudes and influence.

🟥⬜️ For victory, for every woman in Macedonia, for the European future of our generations.

From today's workshop with friends from SDSM.",0.9313,positive
1645479532926875,"Градоначалникот Тимчо Муцунски ја преспа цела 2023 година. Ова се гледа и во завршната сметка и годишниот извештај на Општина #Аеродром усвоени на последната седница на општинскиот Совет.

Согласно овие официјални документи Општина Аеродром минатата година ја заврши со реализација на само 66% од планираните даночни приходи на основниот Буџет. Со други зборови биле реализирани 264,8 од планираните 397,8 милиони денари. Од ова се гледа дека прибирањето на буџетските приходи на Општина Аеродром лани ѝ одело исклучително лошо. Тоа го доведе во прашање нормалното функционирање на општината и финансирањето на редовните обврски.

Тоа објаснува зошто на крајот на годината на шверцерски начин, со одлука на Совет спонзорството за КК #МЗТ беше намалено од 24 на 19,7 милиони денари. Меѓу другото, тоа е причина за доцнењето на платите на играчите и вработените во кошаркарскиот клуб. 

Тоа ги објаснува и огромните кратења во поддршката на културата, спортот и невладиниот сектор. На истиот шверцерски начин, мнозинството на ВМРО-ДПМНЕ на крајот на минатата година одлучи исплатите од јавните повици за подршка на спортот и културата да ги продолжи и годинава, од новиот буџет.

Го повикуваме градоначалникот #Муцунски да се разбуди од зимскиот сон и конечно да почне да работи.

Граѓаните со право прашуваат, има ли Аеродром градоначалник?","Mayor Timco Mucunski Prespa the whole 2023.This is also seen in the final account and the annual report of the Municipality of #Aerodrom adopted at the last session of the Municipal Council.

According to these official documents, the Municipality of Aerodrom ended last year with only 66% of the planned tax revenues of the basic budget.In other words, 264.8 of the planned 397.8 million denars were realized.This shows that collecting budget revenues of the Municipality of Aerodrom last year was extremely bad.This questioned the normal functioning of the municipality and financing regular liabilities.

This explains why at the end of the year in a smuggling manner, by decision of the Council sponsorship for CC #MZT it was reduced from 24 to 19.7 million denars.Among other things, this is the reason for the delay in the salaries of players and basketball staff.

It also explains the huge cuts in supporting culture, sports and the NGO sector.In the same smuggling way, the majority of VMRO-DPMNE at the end of last year decided to continue payments from public calls to support sports and culture this year, from the new budget.

We urge the Mayor #Mucunski to wake up from the winter dream and finally start working.

Citizens rightly ask, is there an airport mayor?",-0.507,negative
1361813384502270,"🗣️Изборот на претстојните избори е помеѓу европската  иднината со СДСМ и безнадежноста со ДПМНЕ, избор помеѓу надеж и откажување.

✅Глас за СДСМ и Стево Пендаровски е глас за Македонија како рамноправна и просперитетна членка на ЕУ.

❌Изборот на ДПМНЕ и Силјановска значи изолирана и затворена држава без надеж за подобро утре.","The election of the forthcoming elections is between the European future with SDSM and the hopelessness with DPMNE, a choice between hope and cancellation.

✅ Log for SDSM and Stevo Pendarovski is a voice for Macedonia as an equal and prosperous EU member.

DPMNE and Siljanovska's election means an isolated and closed state without hope for a better tomorrow.",0.0243,neutral
399095386070049,"СДММ како најпрогресивна политичка младина претставува активен креатор на нови и одржливи политики кои значат поквалитетно образование, отворање на нови можности за кариерен развој, нови работни места и подобар животен стандард за младите. Ова беше главната порака која младите социјалдемократи ја испратија на вчерашната средба со заменик министерката за здравство Маја Манолева и пратеничките Марија Кочовска и Даниела Николова.

На иницијатива на СДММ за првпат се воведе субвенциониран студентски оброк од  над 3.300 денари месечно, мерка со која се опфатени околу 40.000 студенти.

СДСМ ги зголеми студентските стипендии, во некои категории и за 80 отсто.

За првпат по цела една деценија СДСМ воведе стипендии за втор циклус од 9.000 денари и трет циклус од 18.000 денари за дефицитарни струки.

Преку Гаранцијата за млади опфатени се 80.000 млади кои се стекнаа со вработување, платена пракса или преквалификација.

Со успешните економски политики драстично е намалена стапката на младинска невработеност на историски најниско ниво.

Во производството СДСМ обезбеди посебен младински додаток од 3.000 денари за сите вработени до 23 години возраст.

Обезбедени се и грантови за самовработување за млади, 5.000 евра по лице или 10.000 за двајца партнери доколку основаат фирма.

Дополнително, обезбедени се грантови од 10.000, односно 20.000 евра за млади земјоделци до 40 годишна возраст.

Младите социјалдемократи се носители на европската идеја, активно работејќи на реализација на стратешката цел членство во ЕУ до 2030 година.","SDMM as the most progressive political youth is an active creator of new and sustainable policies that mean better education, open new career development opportunities, new jobs and a better standard of living for young people.This was the main message that the young Social Democrats sent at yesterday's meeting with Deputy Health Minister Maja Manoleva and MPs Maria Kocovska and Daniela Nikolova.

At the initiative of SDMM for the first time a subsidized student meal of over 3,300 denars per month was introduced, a measure covering about 40,000 students.

SDSM increased its student scholarships, in some categories and by 80 %.

For the first time in a decade, SDSM has introduced scholarships for a second cycle of 9,000 denars and a third cycle of 18,000 denars for deficit.

Through the guarantee of young people covered 80,000 young people who have acquired employment, paid practice or retraining.

Successful economic policies drastically decrease the rate of youth unemployment at the historically lowest level.

In the production SDSM provided a special youth allowance of 3,000 denars for all employees up to 23 years of age.

Self -employment grants are also provided for young people, 5,000 euros per person or 10,000 for two partners if they set up a company.

In addition, grants of 10,000 and 20,000 euros have been provided for young farmers up to 40 years of age.

Young Social Democrats are carriers of the European idea, actively working on the realization of the strategic goal of the EU by 2030.",0.9485,positive
756602013102371,"Има разлика! 
СДСМ го шири демократскиот глас преку своите активисти, а опозицијата користи ботови за дезинформирање.

Дигиталната битка на овие избори ќе ја добијат СДСМ и демократскиот блок бидејќи гласот и ставот на луѓето кои се борат за социјална правда и за еднаквост секогаш е посилен и погласен од тајните подрумски структури на национализмот.

СДСМ ја шири својата дигитална акција, преку постојано приклучување нови и посветени подддржувачи на социјалдемократската кауза. 

Им благодарам на сите активисти од Изборна единица 1 кои денес ни се приклучија на работилницата на #СДСМ посветена на #ДигиталнаАкција.","There is a difference!
SDSM spreads the democratic voice through its activists, and the opposition uses bots to misinform.

The digital battle of these elections will be won by SDSM and the democratic bloc as the voice and attitude of people struggling for social justice and for equality is always stronger and louder than the secret basic structures of nationalism.

SDSM is spreading its digital action, by constantly joining new and dedicated supporters of the Social Democratic cause.

I thank all the constituency activists who today joined us at the #SDSM workshop dedicated to #Digital.",0.9432,positive
1407131863341713,"✊️🟥 Социјалдемократските вредности за еднаквост го промовираат моќното влијание на жените во нашата заедница. 

🟥⬜️ Гласот на сите жени е важен, вашата сила е движечката сила на општеството. 

Борбата продолжува до влезот во Европската Унија, носители и креатори на успехот се жените со кои сме опкружени и секојдневно се борат за своите позиции,  ставови и влијание. 

🟥⬜️ За победа, за секоја жена во Македонија, за европска иднина на нашите поколенија. 

Од денешната работилница со другарките од СДСМ.","✊️🟥 Social Democratic equality values ​​promote the powerful impact of women in our community.

🟥⬜️ The voice of all women is important, your strength is the driving force of society.

The struggle continues to join the European Union, the carriers and creators of success are the women we are surrounded by and struggle daily for their positions, attitudes and influence.

🟥⬜️ For victory, for every woman in Macedonia, for the European future of our generations.

From today's workshop with friends from SDSM.",0.9313,positive
1155044768816118,"Има разлика! 
СДСМ го шири демократскиот глас преку своите активисти, а опозицијата користи ботови за дезинформирање.

Дигиталната битка на овие избори ќе ја добијат СДСМ и демократскиот блок бидејќи гласот и ставот на луѓето кои се борат за социјална правда и за еднаквост секогаш е посилен и погласен од тајните подрумски структури на национализмот.

СДСМ ја шири својата дигитална акција, преку постојано приклучување нови и посветени подддржувачи на социјалдемократската кауза. 

Им благодарам на сите активисти од Изборна единица 1 кои денес ни се приклучија на работилницата на #СДСМ посветена на #ДигиталнаАкција.","There is a difference!
SDSM spreads the democratic voice through its activists, and the opposition uses bots to misinform.

The digital battle of these elections will be won by SDSM and the democratic bloc as the voice and attitude of people struggling for social justice and for equality is always stronger and louder than the secret basic structures of nationalism.

SDSM is spreading its digital action, by constantly joining new and dedicated supporters of the Social Democratic cause.

I thank all the constituency activists who today joined us at the #SDSM workshop dedicated to #Digital.",0.9432,positive
2162516800770883,"✊️🟥 Социјалдемократските вредности за еднаквост го промовираат моќното влијание на жените во нашата заедница. 

🟥⬜️ Гласот на сите жени е важен, вашата сила е движечката сила на општеството. 

Борбата продолжува до влезот во Европската Унија, носители и креатори на успехот се жените со кои сме опкружени и секојдневно се борат за своите позиции,  ставови и влијание. 

🟥⬜️ За победа, за секоја жена во Македонија, за европска иднина на нашите поколенија. 

Од денешната работилница со другарките од СДСМ.","✊️🟥 Social Democratic equality values ​​promote the powerful impact of women in our community.

🟥⬜️ The voice of all women is important, your strength is the driving force of society.

The struggle continues to join the European Union, the carriers and creators of success are the women we are surrounded by and struggle daily for their positions, attitudes and influence.

🟥⬜️ For victory, for every woman in Macedonia, for the European future of our generations.

From today's workshop with friends from SDSM.",0.9313,positive
1340567634002342,"✊️🟥 Социјалдемократските вредности за еднаквост го промовираат моќното влијание на жените во нашата заедница. 

🟥⬜️ Гласот на сите жени е важен, вашата сила е движечката сила на општеството. 

Борбата продолжува до влезот во Европската Унија, носители и креатори на успехот се жените со кои сме опкружени и секојдневно се борат за своите позиции,  ставови и влијание. 

🟥⬜️ За победа, за секоја жена во Македонија, за европска иднина на нашите поколенија. 

Од денешната работилница со другарките од СДСМ.","✊️🟥 Social Democratic equality values ​​promote the powerful impact of women in our community.

🟥⬜️ The voice of all women is important, your strength is the driving force of society.

The struggle continues to join the European Union, the carriers and creators of success are the women we are surrounded by and struggle daily for their positions, attitudes and influence.

🟥⬜️ For victory, for every woman in Macedonia, for the European future of our generations.

From today's workshop with friends from SDSM.",0.9313,positive
